laus_code,state_fips,county_fips,name,year,labor_force,employed,unemployment_level,unemployment_rate
CN1203900000000,12,39,"Gadsden County, FL",2018,"18,500","17,654",846,4.6
CN1204100000000,12,41,"Gilchrist County, FL",2018,"6,869","6,611",258,3.8
CN1204300000000,12,43,"Glades County, FL",2018,"5,206","4,998",208,4
CN1204500000000,12,45,"Gulf County, FL",2018,"6,122","5,852",270,4.4
CN1204700000000,12,47,"Hamilton County, FL",2018,"4,296","4,114",182,4.2
CN1204900000000,12,49,"Hardee County, FL",2018,"8,789","8,322",467,5.3
CN1205100000000,12,51,"Hendry County, FL",2018,"15,599","14,652",947,6.1
CN1205300000000,12,53,"Hernando County, FL",2018,"70,465","67,280","3,185",4.5
CN1205500000000,12,55,"Highlands County, FL",2018,"36,472","34,716","1,756",4.8
CN1205700000000,12,57,"Hillsborough County, FL",2018,"735,690","710,804","24,886",3.4
CN1205900000000,12,59,"Holmes County, FL",2018,"6,983","6,706",277,4
CN1206100000000,12,61,"Indian River County, FL",2018,"65,104","62,318","2,786",4.3
CN1206300000000,12,63,"Jackson County, FL",2018,"17,542","16,846",696,4
CN1206500000000,12,65,"Jefferson County, FL",2018,"5,582","5,373",209,3.7
CN1206700000000,12,67,"Lafayette County, FL",2018,"2,847","2,756",91,3.2
CN1206900000000,12,69,"Lake County, FL",2018,"155,273","149,818","5,455",3.5
CN1207100000000,12,71,"Lee County, FL",2018,"342,684","331,050","11,634",3.4
CN1207300000000,12,73,"Leon County, FL",2018,"154,655","149,478","5,177",3.3
CN1207500000000,12,75,"Levy County, FL",2018,"16,926","16,277",649,3.8
CN1207700000000,12,77,"Liberty County, FL",2018,"2,643","2,543",100,3.8
CN1207900000000,12,79,"Madison County, FL",2018,"7,348","7,062",286,3.9
CN1208100000000,12,81,"Manatee County, FL",2018,"177,777","171,752","6,025",3.4
CN1208300000000,12,83,"Marion County, FL",2018,"135,746","129,921","5,825",4.3
CN1208500000000,12,85,"Martin County, FL",2018,"74,159","71,563","2,596",3.5
CN1208600000000,12,86,"Miami-Dade County, FL",2018,"1,383,302","1,330,023","53,279",3.9
CN1208700000000,12,87,"Monroe County, FL",2018,"45,307","44,120","1,187",2.6
CN1208900000000,12,89,"Nassau County, FL",2018,"39,910","38,629","1,281",3.2
CN1209100000000,12,91,"Okaloosa County, FL",2018,"96,270","93,435","2,835",2.9
CN1209300000000,12,93,"Okeechobee County, FL",2018,"17,697","17,037",660,3.7
CN1209500000000,12,95,"Orange County, FL",2018,"750,160","726,303","23,857",3.2
CN1209700000000,12,97,"Osceola County, FL",2018,"177,919","171,463","6,456",3.6
CN1209900000000,12,99,"Palm Beach County, FL",2018,"731,004","704,955","26,049",3.6
CN1210100000000,12,101,"Pasco County, FL",2018,"231,983","223,077","8,906",3.8
CN1210300000000,12,103,"Pinellas County, FL",2018,"492,704","476,541","16,163",3.3
CN1210500000000,12,105,"Polk County, FL",2018,"298,759","286,603","12,156",4.1
CN1210700000000,12,107,"Putnam County, FL",2018,"27,097","25,794","1,303",4.8
CN1210900000000,12,109,"St. Johns County, FL",2018,"127,595","123,928","3,667",2.9
CN1211100000000,12,111,"St. Lucie County, FL",2018,"142,635","136,390","6,245",4.4
CN1211300000000,12,113,"Santa Rosa County, FL",2018,"80,654","77,976","2,678",3.3
CN1211500000000,12,115,"Sarasota County, FL",2018,"188,038","181,707","6,331",3.4
CN1211700000000,12,117,"Seminole County, FL",2018,"254,438","246,363","8,075",3.2
CN1211900000000,12,119,"Sumter County, FL",2018,"31,241","29,649","1,592",5.1
CN1212100000000,12,121,"Suwannee County, FL",2018,"18,286","17,608",678,3.7
CN1212300000000,12,123,"Taylor County, FL",2018,"8,735","8,399",336,3.8
CN1212500000000,12,125,"Union County, FL",2018,"4,670","4,511",159,3.4
CN1212700000000,12,127,"Volusia County, FL",2018,"253,439","243,967","9,472",3.7
CN1212900000000,12,129,"Wakulla County, FL",2018,"14,767","14,307",460,3.1
CN1213100000000,12,131,"Walton County, FL",2018,"30,644","29,698",946,3.1
CN1213300000000,12,133,"Washington County, FL",2018,"9,920","9,541",379,3.8
CN1300100000000,13,1,"Appling County, GA",2018,"9,044","8,651",393,4.3
CN1300300000000,13,3,"Atkinson County, GA",2018,"4,358","4,204",154,3.5
CN1300500000000,13,5,"Bacon County, GA",2018,"5,057","4,864",193,3.8
CN1300700000000,13,7,"Baker County, GA",2018,"1,217","1,155",62,5.1
CN1300900000000,13,9,"Baldwin County, GA",2018,"17,286","16,415",871,5
CN1301100000000,13,11,"Banks County, GA",2018,"9,538","9,241",297,3.1
CN1301300000000,13,13,"Barrow County, GA",2018,"39,665","38,362","1,303",3.3
CN1301500000000,13,15,"Bartow County, GA",2018,"50,113","48,219","1,894",3.8
CN1301700000000,13,17,"Ben Hill County, GA",2018,"5,508","5,184",324,5.9
CN1301900000000,13,19,"Berrien County, GA",2018,"7,477","7,166",311,4.2
CN1302100000000,13,21,"Bibb County, GA",2018,"69,212","66,083","3,129",4.5
CN1302300000000,13,23,"Bleckley County, GA",2018,"4,660","4,394",266,5.7
CN1302500000000,13,25,"Brantley County, GA",2018,"7,351","7,022",329,4.5
CN1302700000000,13,27,"Brooks County, GA",2018,"7,044","6,767",277,3.9
CN1302900000000,13,29,"Bryan County, GA",2018,"17,868","17,260",608,3.4
CN1303100000000,13,31,"Bulloch County, GA",2018,"37,503","35,935","1,568",4.2
CN1303300000000,13,33,"Burke County, GA",2018,"9,367","8,805",562,6
CN1303500000000,13,35,"Butts County, GA",2018,"10,744","10,310",434,4
CN1303700000000,13,37,"Calhoun County, GA",2018,"2,256","2,160",96,4.3
CN1303900000000,13,39,"Camden County, GA",2018,"20,982","20,110",872,4.2
CN1304300000000,13,43,"Candler County, GA",2018,"5,358","5,174",184,3.4
CN1304500000000,13,45,"Carroll County, GA",2018,"55,383","53,163","2,220",4
CN1304700000000,13,47,"Catoosa County, GA",2018,"33,156","32,022","1,134",3.4
CN1304900000000,13,49,"Charlton County, GA",2018,"4,805","4,599",206,4.3
CN1305100000000,13,51,"Chatham County, GA",2018,"140,971","135,719","5,252",3.7
CN1305300000000,13,53,"Chattahoochee County, GA",2018,"1,988","1,877",111,5.6
CN1305500000000,13,55,"Chattooga County, GA",2018,"10,487","10,058",429,4.1
CN1305700000000,13,57,"Cherokee County, GA",2018,"132,799","128,664","4,135",3.1
CN1305900000000,13,59,"Clarke County, GA",2018,"61,475","59,045","2,430",4
CN1306100000000,13,61,"Clay County, GA",2018,858,792,66,7.7
CN1306300000000,13,63,"Clayton County, GA",2018,"136,502","129,814","6,688",4.9
CN1306500000000,13,65,"Clinch County, GA",2018,"2,766","2,640",126,4.6
CN1306700000000,13,67,"Cobb County, GA",2018,"426,279","411,814","14,465",3.4
CN1306900000000,13,69,"Coffee County, GA",2018,"18,709","17,864",845,4.5
CN1307100000000,13,71,"Colquitt County, GA",2018,"21,551","20,740",811,3.8
CN1307300000000,13,73,"Columbia County, GA",2018,"74,950","72,341","2,609",3.5
CN1307500000000,13,75,"Cook County, GA",2018,"7,886","7,588",298,3.8
CN1307700000000,13,77,"Coweta County, GA",2018,"73,505","70,987","2,518",3.4
CN1307900000000,13,79,"Crawford County, GA",2018,"5,703","5,466",237,4.2
CN1308100000000,13,81,"Crisp County, GA",2018,"9,399","8,943",456,4.9
CN1308300000000,13,83,"Dade County, GA",2018,"8,274","7,974",300,3.6
CN1308500000000,13,85,"Dawson County, GA",2018,"12,040","11,639",401,3.3
CN1308700000000,13,87,"Decatur County, GA",2018,"11,551","11,012",539,4.7
CN1308900000000,13,89,"DeKalb County, GA",2018,"399,846","383,773","16,073",4
CN1309100000000,13,91,"Dodge County, GA",2018,"7,176","6,804",372,5.2
CN1309300000000,13,93,"Dooly County, GA",2018,"5,157","4,919",238,4.6
CN1309500000000,13,95,"Dougherty County, GA",2018,"38,361","36,395","1,966",5.1
CN1309700000000,13,97,"Douglas County, GA",2018,"72,900","69,898","3,002",4.1
CN1309900000000,13,99,"Early County, GA",2018,"4,560","4,351",209,4.6
CN1310100000000,13,101,"Echols County, GA",2018,"1,900","1,839",61,3.2
CN1310300000000,13,103,"Effingham County, GA",2018,"29,925","28,936",989,3.3
CN1310500000000,13,105,"Elbert County, GA",2018,"7,843","7,465",378,4.8
CN1310700000000,13,107,"Emanuel County, GA",2018,"8,324","7,834",490,5.9
CN1310900000000,13,109,"Evans County, GA",2018,"4,915","4,735",180,3.7
CN1311100000000,13,111,"Fannin County, GA",2018,"11,207","10,765",442,3.9
CN1311300000000,13,113,"Fayette County, GA",2018,"57,768","55,758","2,010",3.5
CN1311500000000,13,115,"Floyd County, GA",2018,"44,274","42,368","1,906",4.3
CN1311700000000,13,117,"Forsyth County, GA",2018,"118,048","114,331","3,717",3.1
CN1311900000000,13,119,"Franklin County, GA",2018,"9,993","9,610",383,3.8
CN1312100000000,13,121,"Fulton County, GA",2018,"555,127","532,817","22,310",4
CN1312300000000,13,123,"Gilmer County, GA",2018,"11,992","11,485",507,4.2
CN1312500000000,13,125,"Glascock County, GA",2018,"1,295","1,241",54,4.2
CN1312700000000,13,127,"Glynn County, GA",2018,"40,225","38,749","1,476",3.7
CN1312900000000,13,129,"Gordon County, GA",2018,"27,993","26,940","1,053",3.8
CN1313100000000,13,131,"Grady County, GA",2018,"10,684","10,271",413,3.9
CN1313300000000,13,133,"Greene County, GA",2018,"6,994","6,697",297,4.2
CN1313500000000,13,135,"Gwinnett County, GA",2018,"487,986","470,913","17,073",3.5
CN1313700000000,13,137,"Habersham County, GA",2018,"19,385","18,670",715,3.7
CN1313900000000,13,139,"Hall County, GA",2018,"102,169","98,934","3,235",3.2
CN1314100000000,13,141,"Hancock County, GA",2018,"2,479","2,330",149,6
CN1314300000000,13,143,"Haralson County, GA",2018,"12,508","12,026",482,3.9
CN1314500000000,13,145,"Harris County, GA",2018,"16,736","16,165",571,3.4
CN1314700000000,13,147,"Hart County, GA",2018,"11,681","11,258",423,3.6
CN1314900000000,13,149,"Heard County, GA",2018,"5,208","5,006",202,3.9
CN1315100000000,13,151,"Henry County, GA",2018,"113,843","109,127","4,716",4.1
CN1315300000000,13,153,"Houston County, GA",2018,"70,197","67,394","2,803",4
CN1315500000000,13,155,"Irwin County, GA",2018,"3,340","3,153",187,5.6
CN1315700000000,13,157,"Jackson County, GA",2018,"36,248","35,165","1,083",3
CN1315900000000,13,159,"Jasper County, GA",2018,"6,926","6,686",240,3.5
CN1316100000000,13,161,"Jeff Davis County, GA",2018,"6,077","5,781",296,4.9
CN1316300000000,13,163,"Jefferson County, GA",2018,"6,747","6,388",359,5.3
CN1316500000000,13,165,"Jenkins County, GA",2018,"3,206","3,033",173,5.4
CN1316700000000,13,167,"Johnson County, GA",2018,"4,147","3,983",164,4
CN1316900000000,13,169,"Jones County, GA",2018,"13,886","13,378",508,3.7
CN1317100000000,13,171,"Lamar County, GA",2018,"8,118","7,748",370,4.6
CN1317300000000,13,173,"Lanier County, GA",2018,"3,845","3,676",169,4.4
CN1317500000000,13,175,"Laurens County, GA",2018,"19,524","18,585",939,4.8
CN1317700000000,13,177,"Lee County, GA",2018,"14,885","14,355",530,3.6
CN1317900000000,13,179,"Liberty County, GA",2018,"25,706","24,597","1,109",4.3
CN1318100000000,13,181,"Lincoln County, GA",2018,"3,611","3,432",179,5
CN1318300000000,13,183,"Long County, GA",2018,"8,028","7,710",318,4
CN1318500000000,13,185,"Lowndes County, GA",2018,"51,746","49,640","2,106",4.1
CN1318700000000,13,187,"Lumpkin County, GA",2018,"16,714","16,114",600,3.6
CN1318900000000,13,189,"McDuffie County, GA",2018,"8,973","8,474",499,5.6
CN1319100000000,13,191,"McIntosh County, GA",2018,"6,190","5,943",247,4
CN1319300000000,13,193,"Macon County, GA",2018,"4,731","4,436",295,6.2
CN1319500000000,13,195,"Madison County, GA",2018,"13,689","13,206",483,3.5
CN1319700000000,13,197,"Marion County, GA",2018,"3,435","3,261",174,5.1
CN1319900000000,13,199,"Meriwether County, GA",2018,"8,947","8,500",447,5
CN1320100000000,13,201,"Miller County, GA",2018,"2,813","2,709",104,3.7
CN1320500000000,13,205,"Mitchell County, GA",2018,"8,408","7,956",452,5.4
CN1320700000000,13,207,"Monroe County, GA",2018,"13,043","12,564",479,3.7
CN1320900000000,13,209,"Montgomery County, GA",2018,"3,799","3,582",217,5.7
CN1321100000000,13,211,"Morgan County, GA",2018,"9,067","8,744",323,3.6
CN1321300000000,13,213,"Murray County, GA",2018,"15,943","15,096",847,5.3
CN1321500000000,13,215,"Muscogee County, GA",2018,"79,354","75,325","4,029",5.1
CN1321700000000,13,217,"Newton County, GA",2018,"51,780","49,474","2,306",4.5
CN1321900000000,13,219,"Oconee County, GA",2018,"19,687","19,105",582,3
CN1322100000000,13,221,"Oglethorpe County, GA",2018,"7,124","6,863",261,3.7
CN1322300000000,13,223,"Paulding County, GA",2018,"83,868","80,981","2,887",3.4
CN1322500000000,13,225,"Peach County, GA",2018,"11,911","11,304",607,5.1
CN1322700000000,13,227,"Pickens County, GA",2018,"15,158","14,626",532,3.5
CN1322900000000,13,229,"Pierce County, GA",2018,"8,686","8,352",334,3.8
CN1323100000000,13,231,"Pike County, GA",2018,"8,756","8,437",319,3.6
CN1323300000000,13,233,"Polk County, GA",2018,"18,522","17,746",776,4.2
CN1323500000000,13,235,"Pulaski County, GA",2018,"4,134","3,958",176,4.3
CN1323700000000,13,237,"Putnam County, GA",2018,"8,223","7,815",408,5
CN1323900000000,13,239,"Quitman County, GA",2018,830,784,46,5.5
CN1324100000000,13,241,"Rabun County, GA",2018,"7,092","6,808",284,4
CN1324300000000,13,243,"Randolph County, GA",2018,"2,489","2,343",146,5.9
CN1324500000000,13,245,"Richmond County, GA",2018,"86,626","82,166","4,460",5.1
CN1324700000000,13,247,"Rockdale County, GA",2018,"44,875","42,903","1,972",4.4
CN1324900000000,13,249,"Schley County, GA",2018,"2,193","2,091",102,4.7
CN1325100000000,13,251,"Screven County, GA",2018,"5,330","5,042",288,5.4
CN1325300000000,13,253,"Seminole County, GA",2018,"3,062","2,900",162,5.3
CN1325500000000,13,255,"Spalding County, GA",2018,"28,551","27,209","1,342",4.7
CN1325700000000,13,257,"Stephens County, GA",2018,"10,964","10,468",496,4.5
CN1325900000000,13,259,"Stewart County, GA",2018,"2,352","2,242",110,4.7
CN1326100000000,13,261,"Sumter County, GA",2018,"12,782","12,025",757,5.9
CN1326300000000,13,263,"Talbot County, GA",2018,"2,835","2,692",143,5
CN1326500000000,13,265,"Taliaferro County, GA",2018,585,555,30,5.1
CN1326700000000,13,267,"Tattnall County, GA",2018,"9,692","9,285",407,4.2
CN1326900000000,13,269,"Taylor County, GA",2018,"2,784","2,602",182,6.5
CN1327100000000,13,271,"Telfair County, GA",2018,"4,375","4,078",297,6.8
CN1327300000000,13,273,"Terrell County, GA",2018,"3,673","3,432",241,6.6
CN1327500000000,13,275,"Thomas County, GA",2018,"16,925","16,127",798,4.7
CN1327700000000,13,277,"Tift County, GA",2018,"19,337","18,561",776,4
CN1327900000000,13,279,"Toombs County, GA",2018,"11,945","11,251",694,5.8
CN1328100000000,13,281,"Towns County, GA",2018,"3,886","3,673",213,5.5
CN1328300000000,13,283,"Treutlen County, GA",2018,"2,704","2,547",157,5.8
CN1328500000000,13,285,"Troup County, GA",2018,"36,651","35,295","1,356",3.7
CN1328700000000,13,287,"Turner County, GA",2018,"3,185","3,023",162,5.1
CN1328900000000,13,289,"Twiggs County, GA",2018,"2,925","2,753",172,5.9
CN1329100000000,13,291,"Union County, GA",2018,"10,317","9,941",376,3.6
CN1329300000000,13,293,"Upson County, GA",2018,"11,376","10,875",501,4.4
CN1329500000000,13,295,"Walker County, GA",2018,"31,167","29,961","1,206",3.9
CN1329700000000,13,297,"Walton County, GA",2018,"45,262","43,654","1,608",3.6
CN1329900000000,13,299,"Ware County, GA",2018,"15,646","15,030",616,3.9
CN1330100000000,13,301,"Warren County, GA",2018,"2,748","2,611",137,5
CN1330300000000,13,303,"Washington County, GA",2018,"7,157","6,799",358,5
CN1330500000000,13,305,"Wayne County, GA",2018,"11,398","10,868",530,4.6
CN1330700000000,13,307,"Webster County, GA",2018,"1,001",938,63,6.3
CN1330900000000,13,309,"Wheeler County, GA",2018,"1,670","1,547",123,7.4
CN1331100000000,13,311,"White County, GA",2018,"16,103","15,612",491,3
CN1331300000000,13,313,"Whitfield County, GA",2018,"45,256","43,107","2,149",4.7
CN1331500000000,13,315,"Wilcox County, GA",2018,"2,679","2,539",140,5.2
CN1331700000000,13,317,"Wilkes County, GA",2018,"3,891","3,713",178,4.6
CN1331900000000,13,319,"Wilkinson County, GA",2018,"3,833","3,663",170,4.4
CN1332100000000,13,321,"Worth County, GA",2018,"9,182","8,778",404,4.4
CN1500100000000,15,1,"Hawaii County, HI",2018,"91,305","88,577","2,728",3
CN1500300000000,15,3,"Honolulu County/city, HI",2018,"465,193","454,330","10,863",2.3
CN1500700000000,15,7,"Kauai County, HI",2018,"36,100","35,193",907,2.5
CN1500900000000,15,9,"Maui County, HI",2018,"86,137","84,028","2,109",2.4
CN1600100000000,16,1,"Ada County, ID",2018,"244,525","238,510","6,015",2.5
CN1600300000000,16,3,"Adams County, ID",2018,"1,722","1,628",94,5.5
CN1600500000000,16,5,"Bannock County, ID",2018,"41,686","40,547","1,139",2.7
CN1600700000000,16,7,"Bear Lake County, ID",2018,"2,835","2,753",82,2.9
CN1600900000000,16,9,"Benewah County, ID",2018,"4,021","3,835",186,4.6
CN1601100000000,16,11,"Bingham County, ID",2018,"23,357","22,724",633,2.7
CN1601300000000,16,13,"Blaine County, ID",2018,"12,323","12,032",291,2.4
CN1601500000000,16,15,"Boise County, ID",2018,"3,329","3,188",141,4.2
CN1601700000000,16,17,"Bonner County, ID",2018,"19,610","18,807",803,4.1
CN1601900000000,16,19,"Bonneville County, ID",2018,"55,403","54,077","1,326",2.4
CN1602100000000,16,21,"Boundary County, ID",2018,"5,296","5,061",235,4.4
CN1602300000000,16,23,"Butte County, ID",2018,"1,382","1,338",44,3.2
CN1602500000000,16,25,"Camas County, ID",2018,690,674,16,2.3
CN1602700000000,16,27,"Canyon County, ID",2018,"100,275","97,188","3,087",3.1
CN1602900000000,16,29,"Caribou County, ID",2018,"3,831","3,723",108,2.8
CN1603100000000,16,31,"Cassia County, ID",2018,"11,750","11,488",262,2.2
CN1603300000000,16,33,"Clark County, ID",2018,405,393,12,3
CN1603500000000,16,35,"Clearwater County, ID",2018,"2,925","2,728",197,6.7
CN1603700000000,16,37,"Custer County, ID",2018,"2,190","2,102",88,4
CN1603900000000,16,39,"Elmore County, ID",2018,"11,416","11,044",372,3.3
CN1604100000000,16,41,"Franklin County, ID",2018,"6,920","6,772",148,2.1
CN1604300000000,16,43,"Fremont County, ID",2018,"7,781","7,592",189,2.4
CN1604500000000,16,45,"Gem County, ID",2018,"8,141","7,862",279,3.4
CN1604700000000,16,47,"Gooding County, ID",2018,"8,105","7,910",195,2.4
CN1604900000000,16,49,"Idaho County, ID",2018,"6,426","6,125",301,4.7
CN1605100000000,16,51,"Jefferson County, ID",2018,"13,488","13,183",305,2.3
CN1605300000000,16,53,"Jerome County, ID",2018,"11,963","11,659",304,2.5
CN1605500000000,16,55,"Kootenai County, ID",2018,"77,765","75,065","2,700",3.5
CN1605700000000,16,57,"Latah County, ID",2018,"20,267","19,769",498,2.5
CN1605900000000,16,59,"Lemhi County, ID",2018,"3,511","3,354",157,4.5
CN1606100000000,16,61,"Lewis County, ID",2018,"1,637","1,547",90,5.5
CN1606300000000,16,63,"Lincoln County, ID",2018,"2,738","2,646",92,3.4
CN1606500000000,16,65,"Madison County, ID",2018,"21,678","21,304",374,1.7
CN1606700000000,16,67,"Minidoka County, ID",2018,"11,031","10,753",278,2.5
CN1606900000000,16,69,"Nez Perce County, ID",2018,"21,053","20,474",579,2.8
CN1607100000000,16,71,"Oneida County, ID",2018,"2,339","2,288",51,2.2
CN1607300000000,16,73,"Owyhee County, ID",2018,"5,448","5,252",196,3.6
CN1607500000000,16,75,"Payette County, ID",2018,"11,535","11,122",413,3.6
CN1607700000000,16,77,"Power County, ID",2018,"4,090","3,972",118,2.9
CN1607900000000,16,79,"Shoshone County, ID",2018,"5,068","4,777",291,5.7
CN1608100000000,16,81,"Teton County, ID",2018,"6,407","6,263",144,2.2
CN1608300000000,16,83,"Twin Falls County, ID",2018,"40,747","39,651","1,096",2.7
CN1608500000000,16,85,"Valley County, ID",2018,"5,313","5,113",200,3.8
CN1608700000000,16,87,"Washington County, ID",2018,"4,632","4,440",192,4.1
CN1700100000000,17,1,"Adams County, IL",2018,"32,893","31,616","1,277",3.9
CN1700300000000,17,3,"Alexander County, IL",2018,"2,153","1,982",171,7.9
